Application,Latest release date <br />and version,Developed by,Platforms,Mainly Used For,License
3ds Max,2019-03-27 <br />v 2020,Autodesk,Microsoft Windows,Modeling  Animation (Video Games and Movies)  FX Simulations  Lighting  Rendering,[empty]
AC3D,2016-12-? <br />v 8,Inivis,Linux  Mac OS X  Microsoft Windows,Modeling,[empty]
Alibre Design,2018-07-16 <br />v 2018,Alibre  LLC,Microsoft Windows,Computer Aided Design,[empty]
AutoCAD,2019-03-28 <br />v 2020,Autodesk,Mac OS X  Microsoft Windows,2D Computer Aided Design  3D Modeling  Basic Rendering  Rudimentary Animation (of Camera  not objects),[empty]
Blender,2019-07-30<br />v 2.80,Blender Foundation,Microsoft Windows  Mac OS X  Linux  BSD  Solaris  AmigaOS 4  MorphOS,2D/3D toon Animation  Lighting  Modeling  Node based Material Creation / Texturing / 3D Texture Painting/ UV Mapping  Rendering (Internal  External  3D Anaglyph and VR)  3D Rigging and Animation  Sculpting  Video Game Creation and Player  Visual 3D Effects  Basic Post-Production Video Editing  Motion Tracking  Python Scripting  Fluid Simulation  Particles  Physics  Compositing,<ref>http://www.blender.org/about/license/</ref>
Carrara,2013-08-26 <br />8.5.1.19,DAZ 3D,Microsoft Windows  Mac OS X,Animation  Modeling,[empty]
Cheetah 3D,2017-12-07<br />v 7.1,Dr. Martin Wengenmayer,Mac OS X,Animation  Modeling  Rendering,[empty]
Cinema 4D,2018-09-11<br />R20,MAXON,Mac OS X  Microsoft Windows  Amiga OS<ref>Cinema 4D</ref>,Animation  Lighting  Modeling  Visual 3D Effects  Rendering  Simulation,[empty]
CityEngine,2018-09-18 <br />v 2018.1,Procedural,Mac OS X  Microsoft Windows  Linux,Procedural Modeling of 3D Cities,[empty]
Clara.io,redesigned in 2015-03-31,Exocortex,Mozilla FireFox  Google Chrome  Microsoft Internet Explorer,Modeling  Animation  Rendering,[empty]
Cobalt,?-?-?<br />v9 SP2r3,Ashlar-Vellum,Mac OS X  Microsoft Windows,Modeling  Computer Aided Design  Animation,[empty]
DesignSpark Mechanical,2018-11-13<br />v4.0,SpaceClaim  RS Components,Microsoft Windows,Modeling  Computer Aided Design  Rapid Prototyping  3D Printing,[empty]
Electric Image Animation System,2013-06 <br />v9.1.0,EIAS3D,Mac OS X  Microsoft Windows,Animation  Lighting  Rendering  Film  Television  Visual 3D Effects,[empty]
form-Z pro/jr/free,2017-12-? <br />8.6 WIP,autodessys  Inc.,Mac OS X  Microsoft Windows,Animation  Modeling  Lighting  Render  Fabrication  Set Design,[empty]
Hexagon,2011-08-16 <br />2.5.1.79,DAZ 3D,Microsoft Windows  Mac OS X,Subdivision Modeling  UV Mapping,[empty]
HiCAD,2017-02-13<br />v HiCAD 2017,ISD Software und Systeme,Microsoft Windows,2D/3D Modeling  Computer Aided Design  Automatic drawing generation  BIM  Animation  HELiOS PDM integration  API scripting,[empty]
Houdini,2019-03-13 <br />v 17.5,Side Effects Software,Microsoft Windows  Mac OS X  Linux,Animation  Lighting  Modeling  Visual 3D Effects,[empty]
iClone,2017-12-21 <br />v 7.2.1220.1,Reallusion,Microsoft Windows,Animation  Film and Television Previz  Videogame Asset Creation  Lighting  Visual 3D Effects,[empty]
Inventor,v 2018-11-30 <br />v 2019.0.2,Autodesk,Microsoft Windows,Modeling  Computer Aided Design  Rapid Prototyping  3D Printing,[empty]
LightWave 3D,2019-08-07 <br />v 2019.1.2,NewTek,Mac OS X  Microsoft Windows  Amiga OS<ref>LightWave 3D</ref>,Modeling  Animation  Lighting  Rendering  Film and Television Previz  Videogame Asset Creation,[empty]
MASSIVE,<br />v 3.5,Massive Software,Microsoft Windows  Linux,Artificial Intelligence in Models,[empty]
Maya,2019-01-15 v 2019,Autodesk,Microsoft Windows  Mac OS X  Linux,Modeling  Animation (Video)  Lighting  Rendering  Visual 3D Effects,[empty]
Metasequoia,2018-01-10<br />4.6.5,O. Mizno,Microsoft Windows,Modeling,[empty]
MODO,2018-06-21<br />12.1,The Foundry,Mac OS X  Microsoft Windows  Linux,Modeling  Animation  Rendering,[empty]
Mudbox,2018-03-14<br />2018.2,Autodesk,Mac OS X  Microsoft Windows  Linux,Lighting  Sculpting (the deformation of the model),[empty]
POV-Ray,2013-11-09 <br />v3.7.0,The POV-Team,Mac OS X  Microsoft Windows  Linux  AmigaOS,Lighting  Visual 3D effects,[empty]
PTC Creo (formerly Pro/Engineer),? <br />v 4.0,Parametric Technology Corporation,Microsoft Windows  HP-UX  Unix,Modeling  Computer Aided Design,[empty]
Remo 3D,2018-12-14 />v 2.8,Remograph,Microsoft Windows  Linux,Modeling  Virtual Reality  Real-time modeling  Video Game Creation  Computer Aided Design,[empty]
Rhinoceros 3D,2018-02-06 <br />v 6.0,McNeel,Microsoft Windows  Mac OS X in beta,Modeling  Computer Aided Design,[empty]
Shade 3D,2015-03-20 <br />v 15.1,Shade3D,Mac OS X  Microsoft Windows,Modeling  Rendering  Animation,[empty]
Silo,2018 <br />v 2.5.3,Nevercenter,Mac OS X  Microsoft Windows,Modeling,[empty]
SketchUp Pro,website=help.sketchup.com|access-date=2018-05-28}}</ref><br />v 19.0.685 (Win64) v 16.1.1450 (Win32) <br />v 19.1.173 (Mac64),Trimble Navigation,Mac OS X  Microsoft Windows,Modeling  Computer Aided Design,[empty]
Solid Edge,2018-06-? <br />ST10,Siemens PLM Software,Microsoft Windows,Computer Aided Design,[empty]
solidThinking Evolve,?-? <br />v 9.0,solidThinking,Mac OS X  Microsoft Windows,Modeling,[empty]
SolidWorks,2018-11-16 <br />v SolidWorks 2019 SP0.0,Dassault Systèmes,Microsoft Windows,Computer Aided Design,[empty]
SpaceClaim,2018-01 <br />v 7.12,SpaceClaim Corporation,Microsoft Windows,Computer Aided Design,[empty]
E-on Vue,2017 <br />v 2016 R5,E-on Software,Mac OS X  Microsoft Windows,Animation  Landscape Modeling  Lighting,[empty]
Verto Studio 3D,2018-05-06 <br />v2.3.8,Michael L. Farrell,Mac OS X  iOS,Mobile Modeling  Texture Mapping  Lighting,[empty]
Wings 3D,2018-05-30 <br />v 2.1.7,Dan Gudmundsson (maintainer),Mac OS X  Microsoft Windows  BSD  Linux,Modeling  Sculpting (the deformation of the model)  UV mapping,[empty]
ZBrush,2019-03-06 <br />v 2019,Pixologic,Mac OS X  Microsoft Windows,Modeling  Texturing  Lighting  Sculpting (the deformation of the model)  Rendering,[empty]
Application,Latest release date <br />and version,Developed by,Platforms,Mainly Used For,License
Bryce,2010-12-23 <br />7.1.0.109,DAZ 3D,Microsoft Windows (32-bit)  Mac OS X (10.7 and above),Animation  Landscape Modeling  Fractal Geometry,[empty]
Sculptris,2011-07-22 <br />v Alpha 6,Pixologic,Mac OS X  Microsoft Windows,Sculpting  Texturing,[empty]
Softimage,2014-04-14 <br />"2015" (Final Release),Autodesk,Microsoft Windows  Linux,Modeling  Animation  Video Game Creation  Lighting  Rendering  Visual 3d Effects,[empty]
SketchUp Make,website=help.sketchup.com|access-date=2018-05-28}}</ref><br />v 18.0.16975 (Win64) <br />v 18.0.16976 (Mac64),Trimble Navigation,Mac OS X  Microsoft Windows,Modeling  Computer Aided Design,[empty]
trueSpace,2009-05-25 <br />v 7.61,Caligari Corporation,Microsoft Windows  AmigaOS,Animation  Modeling,[empty]
3ds Max,rowspan=4,Quicksilver,{{?}},[empty],<ref>Kelly L. Murdock's Autodesk 3ds Max 2016 Complete Reference Guide  P.685  Kelly Murdock  2015</ref>,rowspan=3,{{?}},{{?}},{{?}},{{?}},{{?}},{{?}},{{?}},{{?}}
Scanline,{{?}},{{?}},[empty],{{?}},{{?}},{{?}},{{?}},[empty],{{?}},[empty],{{?}},[empty],[empty],[added]
[empty],{{?}},{{?}},{{?}},[empty],{{?}},{{?}},{{?}},{{?}},{{?}},{{?}},{{?}},[empty],[empty],[added]
Arnold,[empty],[empty],<ref>Lights  Solid Angle</ref>,[empty],[empty],[empty],[empty],[empty],[empty],[empty],{{?}},{{?}},[empty],[empty]
Blender,rowspan=3,Workbench,[empty],[empty],{{?}},rowspan=3,[empty],{{?}},rowspan=3,[empty],{{?}},[empty],{{?}},{{?}}
EEVEE,[empty],[empty],{{?}},[empty],[empty],[empty],[empty],[empty],{{?}},{{?}},[empty],[empty],[added],[added]
Cycles,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],{{?}},[empty],[empty],[added],[added]
MODO,[empty],MODO Renderer,[empty],[empty],[empty],{{?}},[empty],colspan=2,[empty],[empty],[empty],[empty],{{?}},[empty]
LightWave,[empty],LightWave Renderer,[empty],[empty],{{?}},{{?}},[empty],[empty],[empty],[empty],[empty],[empty],original loader script  where most sIBL features were invented<ref></ref>,{{?}}
Houdini,[empty],Mantra (),[empty],[empty],[empty],[empty],[empty],{{?}},{{?}},{{?}},[empty],[empty],{{?}},{{?}}
Cinema 4D,[empty],CineRender,{{?}},[empty],[empty],{{?}},[empty],{{?}},{{?}},{{?}},[empty],[empty],{{?}},{{?}}
Application,MIPMAP generation,Adaptive Tessellation,Instansing,Camera Culling,Deep Pixel Rendering,Fisheye Stereo for Fulldome,Omnidirectional stereo for HMD,Deforming Motion Blur,GPU Rendering,Texture Streaming (GPU)
V-Ray,[empty],{{?}},[empty],{{?}},[empty],[empty],[empty],[empty],[empty],<ref>Advancements in V-Ray RT GPU  p.15</ref>
RenderMan (RIS),[empty],{{?}},[empty],{{?}},[empty],{{?}},<ref>Features  Pixar</ref>,[empty],<ref>Pixar Animation Studios Showcases New Rendering Technologies at SIGGRAPH 2017  AWN  August 2  2017</ref>,[empty]
Arnold,[empty],<ref>Subdivision Settings  Solid Angle</ref>,[empty],{{?}},[empty],[empty],[empty],[empty],[empty],{{?}}
Houdini Mantra (Path-Tracing mode),[empty],{{?}},[empty],{{?}},[empty],{{?}},[empty],[empty],[empty],[empty]
Blender Cycles,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
