Arrays cannot be resized (though use of the <kbd>System.arraycopy()</kbd> method can allow for multi-step array resizing),Arrays can be resized while preserving existing values using the <kbd>Array.Resize()</kbd> static array method (but this may return a new array).
Implemented as a retrofit for the <kbd>java.util</kbd> library having extra features  like data structures like sets and linked sets  and has several algorithms to manipulate elements of a collection  like finding the largest element based on some <kbd>Comparator<T></kbd> object  finding the smallest element  finding sublists within a list  reverse the contents of a list  shuffle the contents of a list  create immutable versions of a collection  performs sorts  and make binary searches.<ref></ref>,The C# collections framework consists of classes from the <kbd>System.Collections</kbd> and the <kbd>System.Collections.Generic</kbd> namespaces with several useful interfaces  abstract classes  and data structures.<ref></ref> NET 3.5 added <kbd>System.Linq</kbd> namespace that contains various extension methods for querying collections  such as <kbd>Aggregate</kbd>  <kbd>All</kbd>  <kbd>Average</kbd>  <kbd>Distinct</kbd>  <kbd>Join</kbd>  <kbd>Union</kbd> and many others. Queries using these methods are called Language Integrated Query (LINQ).
Java,C#
<source lang=Java> // Is valid  as numbers is an object of type short[] short[] numbers = new short[100];  // Is valid  but it isn't clear code double values[] = new double[100];</source> || <source lang=CSharp> // Is valid  as numbers is an object of type short[] short[] numbers = new short[100];  // Won't compile! double values[] = new double[100]; </source>,[added]
Expressions and operators,Java,C#
Arithmetic operators,[empty],[added]
Logical operators,[empty],[added]
Bitwise logic operators,[empty],[added]
Conditional,[empty],[added]
String concatenation,[empty],[added]
Casts,[empty],[added]
Boxing,; implicit,; implicit
Unboxing,; implicit,; explicit
Lifted operators,, but see java.util.Optional,[added]
Overflow control,[empty],[added]
Strict floating point evaluation,; opt-in/out,; opt-in<ref></ref>
Verbatim (here-)strings,[empty],<ref></ref>
Statements,Java,C#
Loops,[empty],[added]
Conditionals,[empty],[added]
Flow control,[empty],[added]
Assignment,[empty],[added]
Exception control,[empty],[added]
Variable declaration,[empty],[added]
Variable type inference,<ref></ref>,[added]
Deterministic disposal (ARM-blocks),[empty],[added]
keyword,feature  example usage
<kbd>checked</kbd>  <kbd>unchecked</kbd>,In C#  <kbd>checked</kbd> statement blocks or expressions can enable run-time checking for arithmetic overflow.<ref></ref>
<kbd>get</kbd>  <kbd>set</kbd>,C# implements properties as part of the language syntax with their optional corresponding <kbd>get</kbd> and <kbd>set</kbd> accessors  as an alternative for the accessor methods used in Java  which is not a language feature but a coding-pattern based on method name conventions.
<kbd>goto</kbd>,C# supports the <kbd>goto</kbd> keyword. This can occasionally be useful  for example for implementing finite state machines or for generated code  but the use of a more structured method of control flow is usually recommended (see criticism of the goto statement). Java does not support the <kbd>goto</kbd> statement (but <kbd>goto</kbd> is a reserved word). However  Java does support labeled <kbd>break</kbd> and <kbd>continue</kbd> statements  which in certain situations can be used when a <kbd>goto</kbd> statement might otherwise be used. <source lang=CSharp> switch(color) {    case Color.Blue:        Console.WriteLine("Color is blue");        break;    case Color.DarkBlue:        Console.WriteLine("Color is dark");        goto case Color.Blue;    // ...  } </source>
<kbd>lock</kbd>,In C#  the <kbd>lock</kbd> keyword is a shorthand for synchronizing access to a block of code across threads (using a <kbd>Monitor</kbd>)  wrapped in a <kbd>try</kbd> ... <kbd>finally</kbd> block.
<kbd>out</kbd>  <kbd>ref</kbd>,C# has support for output and reference parameters. These allow returning multiple output values from a method  or passing values by reference.
<kbd>strictfp</kbd>,Java uses <kbd>strictfp</kbd> to guarantee the results of floating point operations remain the same across platforms.
<kbd>switch</kbd>,In C#  the switch statement also operates on strings and longs. Fallthrough is allowed for empty statements and possible via 'goto case' for statements containing code. Java's switch statement operates on strings (since Java 7) but not the <kbd>long</kbd> primitive type  and falls through for all statements (excluding those with '<kbd>break</kbd>').<ref> | author = Dare Obasanjo | year = 2007 | publisher = Dare Obasanjo | archiveurl = https://web.archive.org/web/20120919093308/http://25hoursaday.com/#switch | archivedate = 19 September 2012 | accessdate = 7 September 2012 | url-status = dead | df = dmy-all }}</ref>
<kbd>synchronized</kbd>,In Java  the <kbd>synchronized</kbd> keyword is a shorthand for synchronizing access to a block of code across threads (using a <kbd>Monitor</kbd>)  wrapped in a <kbd>try</kbd> ... <kbd>finally</kbd> block.
<kbd>throws</kbd>,Java requires every method to declare the checked exceptions or superclasses of the checked exceptions that it can throw. Any method can also optionally declare the unchecked exception that it throws. C# has no such syntax. <source lang=Java> public int readItem() throws java.io.IOException {    // ...  } </source>
<kbd>using</kbd>,In C#  <kbd>using</kbd> causes the <kbd>Dispose</kbd> method (implemented via the <kbd>IDisposable</kbd> interface) of the object declared to be executed after the code block has run or when an exception is thrown within the code block. <source lang=CSharp> // Create a small file "test.txt"  write a string  // ... and close it (even if an exception occurs) using (StreamWriter file = new StreamWriter("test.txt")) {    file.Write("test");  } </source> In Java SE 7 a similar construct has been added<ref></ref> called try-with-resources: <source lang=Java> try (BufferedReader br = new BufferedReader(new FileReader(path))) {    return br.readLine();  } </source>
Object orientation,Java,C#
Classes,[empty],[added]
Interfaces,[empty],[added]
Abstract classes,[empty],[added]
Member accessibility levels,[empty],[added]
Class-level inner classes,;<kbd>static</kbd> inner classes are class level,; all inner classes are class level
Instance-level inner classes,[empty],[added]
Statement-level (local) anonymous classes,[empty],[added]
Partial classes,; Third-party library<ref>Extension created for the Java programming language</ref>,[added]
Implicit (inferred) anonymous classes,[empty],<ref></ref>
Deprecation/obsolescence,[empty],[added]
Overload versioning,[empty],[added]
Enums can implement interfaces,[empty],[added]
Properties,, but see JavaBeans spec,[added]
Events,[empty],[added]
Operator overloading,[empty],[added]
Indexers,[empty],[added]
Implicit conversions,; but see autoboxing,[added]
Explicit conversions,[empty],[added]
Fields and initialization,Java,C#
Fields,[empty],[added]
Constants,[empty],; but no support for constant passed parameters<ref name="final"></ref>
Static (class) constructors,[empty],[added]
Instance constructors,[empty],[added]
Finalizers/destructors,[empty],[added]
Instance initializers,[empty],; can be simulated with instance constructor
Object initialization,[empty],[added]
Object initializers,[empty],[added]
Collection initializers,; static varargs methods,[added]
Array initializers,[empty],[added]
